year,Country,type,CV_idea,Turnout_idea,cv_change,lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lead10,Population,interval,cid
2013,Tajikistan,Presidential,0.0,90.16,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,7910041,[2005-2014],174
2020,Tajikistan,Presidential,0.0,85.34,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,8873669,[2015-2024],174
1995,"Tanzania, United Republic of",Presidential,0.0,76.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,29700000,[1995-2004],175
2000,"Tanzania, United Republic of",Presidential,0.0,84.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,33517000,[1995-2004],175
2005,"Tanzania, United Republic of",Presidential,0.0,72.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,36766356,[2005-2014],175
2010,"Tanzania, United Republic of",Presidential,0.0,42.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,41892895,[2005-2014],175
2015,"Tanzania, United Republic of",Presidential,0.0,67.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,51045882,[2015-2024],175
2020,"Tanzania, United Republic of",Presidential,0.0,50.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,58552845,[2015-2024],175
1996,The Gambia,Presidential,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1155000,[1995-2004],177
2001,The Gambia,Presidential,0.0,89.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1367124,[1995-2004],177
2006,The Gambia,Presidential,0.0,58.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1641564,[2005-2014],177
2011,The Gambia,Presidential,0.0,82.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1797860,[2005-2014],177
2016,The Gambia,Presidential,0.0,59.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,2009648,[2015-2024],177
2021,The Gambia,Presidential,0.0,89.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,2221301,[2015-2024],177
2002,Timor-Leste,Presidential,0.0,84.83,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,908700,[1995-2004],178
2007,Timor-Leste,Presidential,0.0,81.39500000000001,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,1084971,[2005-2014],178
2012,Timor-Leste,Presidential,0.0,75.61,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,1201255,[2005-2014],178
2017,Timor-Leste,Presidential,0.0,71.16,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,1291358,[2015-2024],178
2022,Timor-Leste,Presidential,0.0,76.215,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,1445006,[2015-2024],178
1998,Togo,Presidential,0.0,69.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,4419181,[1995-2004],179
2003,Togo,Presidential,0.0,71.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,5285501,[1995-2004],179
2005,Togo,Presidential,0.0,63.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,5556812,[2005-2014],179
2010,Togo,Presidential,0.0,64.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,6291000,[2005-2014],179
2015,Togo,Presidential,0.0,60.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,7552318,[2015-2024],179
2020,Togo,Presidential,0.0,92.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,8608444,[2015-2024],179
1994,Tunisia,Presidential,0.0,94.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,8733000,[1985-1994],182
1999,Tunisia,Presidential,0.0,89.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,9466018,[1995-2004],182
2004,Tunisia,Presidential,0.0,91.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,9974722,[1995-2004],182
2009,Tunisia,Presidential,0.0,89.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,10486339,[2005-2014],182
2014,Tunisia,Presidential,0.0,61.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,10937521,[2005-2014],182
2019,Tunisia,Presidential,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,11622134,[2015-2024],182
2007,Turkmenistan,Presidential,0.0,98.72,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,5570129,[2005-2014],184
2012,Turkmenistan,Presidential,0.0,96.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,5054828,[2005-2014],184
2017,Turkmenistan,Presidential,0.0,97.28,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,5351277,[2015-2024],184
2022,Turkmenistan,Presidential,0.0,97.17,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,5636011,[2015-2024],184
1996,Uganda,Presidential,0.0,72.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,21945000,[1995-2004],186
2001,Uganda,Presidential,0.0,70.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,22070329,[1995-2004],186
2006,Uganda,Presidential,0.0,69.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,27269482,[2005-2014],186
2011,Uganda,Presidential,0.0,59.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,34612250,[2005-2014],186
2016,Uganda,Presidential,0.0,67.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,38319241,[2015-2024],186
2021,Uganda,Presidential,0.0,59.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,44712143,[2015-2024],186
1994,Ukraine,Presidential,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,51910000,[1985-1994],187
1999,Ukraine,Presidential,0.0,72.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,50054276,[1995-2004],187
2004,Ukraine,Presidential,0.0,77.64666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,47732079,[1995-2004],187
2010,Ukraine,Presidential,0.0,68.46000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,45415596,[2005-2014],187
2014,Ukraine,Presidential,0.0,59.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,44291413,[2005-2014],187
2019,Ukraine,Presidential,0.0,61.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,43964969,[2015-2024],187
1964,United States,Presidential,0.0,95.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192119000,[1955-1964],189
1968,United States,Presidential,0.0,89.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200710000,[1965-1974],189
1972,United States,Presidential,0.0,87.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208840000,[1965-1974],189
1976,United States,Presidential,0.0,88.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218035000,[1975-1984],189
1980,United States,Presidential,0.0,88.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227738000,[1975-1984],189
1984,United States,Presidential,0.0,87.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236681000,[1975-1984],189
1988,United States,Presidential,0.0,86.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245057000,[1985-1994],189
1992,United States,Presidential,0.0,89.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255407000,[1985-1994],189
1996,United States,Presidential,0.0,82.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265679000,[1995-2004],189
2000,United States,Presidential,0.0,85.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284970789,[1995-2004],189
2004,United States,Presidential,0.0,88.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293027571,[1995-2004],189
2008,United States,Presidential,0.0,70.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303824640,[2005-2014],189
2012,United States,Presidential,0.0,66.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312780968,[2005-2014],189
2016,United States,Presidential,0.0,65.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323995528,[2015-2024],189
2020,United States,Presidential,0.0,70.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332639102,[2015-2024],189
1946,Uruguay,Presidential,0.0,65.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2281000,[1945-1954],190
1950,Uruguay,Presidential,0.0,70.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2407000,[1945-1954],190
1954,Uruguay,Presidential,0.0,67.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2579000,[1945-1954],190
1958,Uruguay,Presidential,0.0,71.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2762000,[1955-1964],190
1962,Uruguay,Presidential,0.0,76.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914000,[1955-1964],190
1966,Uruguay,Presidential,0.0,74.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750000,[1965-1974],190
1971,Uruguay,Presidential,1.0,88.61,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920000,[1965-1974],190
1984,Uruguay,Presidential,1.0,85.76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990000,[1975-1984],190
1989,Uruguay,Presidential,1.0,84.97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3077000,[1985-1994],190
1994,Uruguay,Presidential,1.0,91.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3167000,[1985-1994],190
1999,Uruguay,Presidential,1.0,91.815,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3313283,[1995-2004],190
2004,Uruguay,Presidential,1.0,89.62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3399237,[1995-2004],190
2009,Uruguay,Presidential,1.0,89.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3293765,[2005-2014],190
2014,Uruguay,Presidential,1.0,89.53999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3332972,[2005-2014],190
2019,Uruguay,Presidential,1.0,90.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3378471,[2015-2024],190
1991,Uzbekistan,Presidential,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,20896000,[1985-1994],191
2007,Uzbekistan,Presidential,0.0,90.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,27780059,[2005-2014],191
2015,Uzbekistan,Presidential,0.0,91.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,30492800,[2015-2024],191
2016,Uzbekistan,Presidential,0.0,87.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,29473614,[2015-2024],191
2021,Uzbekistan,Presidential,0.0,80.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,30842796,[2015-2024],191
2023,Uzbekistan,Presidential,0.0,79.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,31360836,[2015-2024],191
1958,Venezuela,Presidential,1.0,93.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,6879000,[1955-1964],193
1963,Venezuela,Presidential,1.0,92.21,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,8144000,[1955-1964],193
1968,Venezuela,Presidential,1.0,96.73,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,9620000,[1965-1974],193
1973,Venezuela,Presidential,1.0,96.52,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,11280000,[1965-1974],193
1978,Venezuela,Presidential,1.0,87.55,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14071000,[1975-1984],193
1983,Venezuela,Presidential,1.0,87.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16394000,[1975-1984],193
1988,Venezuela,Presidential,1.0,81.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18422000,[1985-1994],193
1993,Venezuela,Presidential,0.0,60.16,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20712000,[1985-1994],193
1998,Venezuela,Presidential,0.0,63.45,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22751362,[1995-2004],193
2000,Venezuela,Presidential,0.0,56.31,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24185517,[1995-2004],193
2006,Venezuela,Presidential,0.0,74.69,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25730435,[2005-2014],193
2012,Venezuela,Presidential,0.0,80.28,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28047938,[2005-2014],193
2013,Venezuela,Presidential,0.0,79.64,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28459085,[2005-2014],193
2018,Venezuela,Presidential,0.0,45.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31689176,[2015-2024],193
2006,Yemen,Presidential,0.0,65.16,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,21456188,[2005-2014],195
2012,Yemen,Presidential,0.0,64.78,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,24771809,[2005-2014],195
1991,Zambia,Presidential,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8412000,[1985-1994],196
1996,Zambia,Presidential,0.0,55.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9712000,[1995-2004],196
2001,Zambia,Presidential,0.0,67.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10646096,[1995-2004],196
2006,Zambia,Presidential,0.0,70.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11502010,[2005-2014],196
2008,Zambia,Presidential,0.0,45.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11669534,[2005-2014],196
2011,Zambia,Presidential,0.0,53.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,13888101,[2005-2014],196
2015,Zambia,Presidential,0.0,32.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,14638505,[2015-2024],196
2016,Zambia,Presidential,0.0,56.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,15510711,[2015-2024],196
2021,Zambia,Presidential,0.0,70.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19077816,[2015-2024],196
1996,Zimbabwe,Presidential,0.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,11678000,[1995-2004],197
2002,Zimbabwe,Presidential,0.0,54.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,11365366,[1995-2004],197
2008,Zimbabwe,Presidential,0.0,42.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,12311143,[2005-2014],197
2013,Zimbabwe,Presidential,0.0,59.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,13182908,[2005-2014],197
2018,Zimbabwe,Presidential,0.0,86.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,14030368,[2015-2024],197
2023,Zimbabwe,Presidential,0.0,68.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,16819805,[2015-2024],197
2005,Afghanistan,Legislative,0.0,49.37,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,26334702,[2005-2014],0
2010,Afghanistan,Legislative,0.0,35.14,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,29120727,[2005-2014],0
2018,Afghanistan,Legislative,0.0,45.23,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,34940837,[2015-2024],0
1991,Albania,Legislative,0.0,98.92,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3255000,[1985-1994],1
1992,Albania,Legislative,0.0,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3363000,[1985-1994],1
1996,Albania,Legislative,0.0,89.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3481000,[1995-2004],1
1997,Albania,Legislative,0.0,72.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3510500,[1995-2004],1
2001,Albania,Legislative,0.0,54.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3490435,[1995-2004],1
2005,Albania,Legislative,0.0,48.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3563112,[2005-2014],1
2009,Albania,Legislative,0.0,50.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3194417,[2005-2014],1
2013,Albania,Legislative,0.0,53.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3011405,[2005-2014],1
2017,Albania,Legislative,0.0,46.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3047987,[2015-2024],1
2021,Albania,Legislative,0.0,46.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3088385,[2015-2024],1
1991,Algeria,Legislative,0.0,59.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25553000,[1985-1994],2
1997,Algeria,Legislative,0.0,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,29245552,[1995-2004],2
2002,Algeria,Legislative,0.0,46.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,31736053,[1995-2004],2
2007,Algeria,Legislative,0.0,35.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,33333216,[2005-2014],2
2012,Algeria,Legislative,0.0,43.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,35406303,[2005-2014],2
2017,Algeria,Legislative,0.0,37.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,40969443,[2015-2024],2
